Headline,Body ID,Stance
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1237,unrelated
Magic Mushrooms Found on Buckingham Palace Grounds,1575,unrelated
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,186,unrelated
See the Crater a Meteorite Made in Nicaragua,1627,unrelated
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",2303,unrelated
Cheese addiction breaks Kim Jong-un's ankles,2022,unrelated
ISIS cracks down on five confirmed Ebola cases among fighters: official,1004,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),2177,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2180,discuss
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,472,unrelated
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,1439,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2287,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2200,unrelated
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",26,unrelated
Hilarious: North Dakota Pays Special Tribute to President Obama,2220,unrelated
Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,1296,unrelated
Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,1905,unrelated
White House Fence Jumper Made It Further Into Building Than Reported,773,discuss
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,300,unrelated
ISIL Beheads American Photojournalist in Iraq,311,discuss
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1372,disagree
CNN Posts Alleged Audio of Michael Brown Shooting,1808,unrelated
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,1707,unrelated
Man Severed Penis That Failed To Impress Girls,1379,unrelated
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,612,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,1744,unrelated
This Is What The Sun Baby From ‘Teletubbies’ Looks Like Now,504,unrelated
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",722,unrelated
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2240,agree
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1077,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",2249,agree
Iraqi media says ISIS militants have contracted Ebola,1494,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,846,discuss
Nicaragua says meteorite probable cause of blast in capital,137,unrelated
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,616,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,591,disagree
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1289,unrelated
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1572,unrelated
Report: Possible audio tape of Michael Brown shooting,776,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,1808,unrelated
Report—Jose Canseco accidentally shot at his home tonight,744,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,311,discuss
CNN audio: Is this the moment Michael Brown was shot?,2434,discuss
Not coming to a store near you: The pumpkin spice condom,2338,unrelated
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,478,unrelated
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,2501,unrelated
Chugging eggnog at office party lands man in hospital,269,discuss
Audio recording allegedly captures moment Michael Brown was shot,776,unrelated
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",1463,discuss
Priest' claim of seeing God as a woman dismissed as hoax,2520,unrelated
Former British Rapper Reportedly Under Investigation for James Foley Beheading,1314,discuss
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2313,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",2403,discuss
Apple scrapped advanced Apple Watch health monitoring features due to reliability issues,116,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,1761,discuss
Video messaging service verifies timing of CNN audio recording,2187,unrelated
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,917,unrelated
#Hairgate: iPhone 6 users say device pulls out hair,1543,unrelated
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1933,unrelated
Another American hostage at risk by Islamic state,2070,unrelated
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,625,unrelated
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,726,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1933,unrelated
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",1408,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1010,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1569,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,2167,unrelated
Rumor Fatigue Sets In at False Alarms of Castro’s Death,227,unrelated
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",2302,unrelated
Samsung is reportedly making a secret new chip in the Apple Watch,932,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",1645,unrelated
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",2330,unrelated
US officials: Video shows American's execution,880,discuss
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1168,discuss
Islamic State claims it executed American photojournalist James Foley,2261,discuss
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",2115,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),240,unrelated
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',564,unrelated
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1906,unrelated
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1083,unrelated
"Pumpkin Spice Condoms, And 6 Other Flavors That Aren’t Happening",2269,agree
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1826,unrelated
"No, a Planetary Alignment on Jan. 4, 2015, Won’t Decrease Gravity",26,unrelated
Iraqi media says ISIS militants have contracted Ebola,2025,discuss
Islamic State using 'SCORPION bombs' to terrorise victims,1251,agree
Small Meteorite Hits Managua,586,unrelated
Lynch Mob Castrates Alleged Rapist In Rajasthan,86,unrelated
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",186,discuss
Nigeria says ceasefire agreed with Boko Haram,1821,discuss
REPORT: Alleged New Audio of Michael Brown Shooting,971,unrelated
Missing Libyan jetliners raise fears of terror attacks on 9/11,396,discuss
Former PGA Tour player: Tiger Woods suspended for drug test failure,438,unrelated
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,684,discuss
Russians Bag Better Bigfoot Footage,2280,unrelated
Kim Jong-un 'Had Surgery on Fractured Ankles',2141,unrelated
Iraqi airstrike kills key ISIL leader,2061,unrelated
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1899,discuss
