Headline,Body ID,Stance
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1843,unrelated
Macaulay Culkin dead: The death hoax is once again on the child actor,2266,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",652,unrelated
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,1481,unrelated
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,2389,unrelated
Homeland Security: No ISIL fighters on U.S. border,1893,unrelated
Kim Jong-un 'Had Surgery on Fractured Ankles',2329,unrelated
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1819,agree
"No, ESPN is not having an all-male domestic violence panel tonight",1020,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,2252,unrelated
"Vice's Shane Smith drops $300,000 on Vegas dinner",666,unrelated
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,570,unrelated
Alleged audio of Michael Brown shooting has surfaced,1438,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2345,agree
DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,1943,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1720,unrelated
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,81,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1897,unrelated
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,1419,unrelated
REPORT: Apple Isn't Happy With The Battery Life Of Its New Smartwatch,693,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,1169,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,1966,unrelated
Jihadi John ‘identified as British man from West London’,1198,discuss
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1288,discuss
Mass grave found after 40 students disappear in Mexican protest,761,unrelated
The Apple Watch has a low-power mode that only tells the time,616,unrelated
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1802,unrelated
An accidental delivery of arms to the Islamic State and the problem with airdrops,2016,unrelated
"Yes, you can wear your Apple Watch in the shower",72,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,984,unrelated
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,213,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,35,unrelated
Has Ebola infected Isis militants in Mosul?,1122,discuss
Letter From Lego To Parents In The '70s Makes An Important Point About Gender,451,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,694,discuss
Tiger Woods prices private island at $7.1 million,1848,unrelated
Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?,17,unrelated
"'A wonderful, wonderful sound': Man breaks down after hearing voicemail from his late wife that was lost for 14 years",1294,unrelated
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,225,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1602,discuss
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,311,unrelated
Seven girls as young as 13 become pregnant on a school trip,1103,discuss
US officials: Video shows American's execution,1786,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1939,unrelated
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1042,unrelated
Apple Watch launch expected in late March,554,unrelated
Video shows ISIL beheading of photojournalist James Foley,847,discuss
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,239,unrelated
Pentagon: death of al Shabaab leader in U.S. strike would be major blow,1853,unrelated
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1467,unrelated
Marijuana May Soon Spark Just a Ticket in New York,2372,discuss
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",1435,unrelated
Unverified video shows beheading of aid worker David Haines,68,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2109,unrelated
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,2141,unrelated
Staff Reporter,1843,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1786,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',320,unrelated
Report: Amazon to Launch Ad-Supported Streaming Service,531,unrelated
"A message from Jim's mom, Diane Foley:",1966,agree
Teen Makes $72 Million on the Stock Market,405,unrelated
An accidental delivery of arms to the Islamic State and the problem with airdrops,1572,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,984,unrelated
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2417,discuss
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,2192,unrelated
Christian Bale Is Steve Jobs,1226,disagree
Former PGA Tour player: Tiger Woods suspended for drug test failure,2313,unrelated
Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,2531,discuss
Hospital: Man not being treated for Ebola in Kansas City,2521,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,280,unrelated
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,1605,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,22,unrelated
AUSTRALIA: 600-POUND WOMAN GIVES BIRTH TO 40-POUND BABY,1374,unrelated
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",1939,unrelated
‘Cannibal mother tries to eat her newborn baby after giving birth’,444,discuss
Video Purports To Show Beheading Of U.S. Journalist By Militants,726,discuss
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1004,unrelated
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',1737,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),2293,discuss
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,769,unrelated
Alleged audio of Michael Brown shooting has surfaced,2250,discuss
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,760,unrelated
ISIS Militants Allegedly Contracted Ebola,1821,unrelated
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,545,unrelated
‘Photo of slain IS leader’ reported to be doctored,1323,unrelated
Meteor Leaves 40-Foot Crater Near Managua's Airport,2154,discuss
Macaulay Culkin Dead? Fans Freak Out Over Death Rumors,690,unrelated
Isis claims it has US airdrop of weapons,1253,discuss
Matt Taibbi on leave of absence from First Look Media,1034,unrelated
Batmobile wasn't stolen: Cops,964,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2127,unrelated
Did Comcast Get a Man Fired From His Job for Complaining About Its Service?,2034,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,757,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,2184,unrelated
Caught a catfish record in Po: 127 kg and 2.67 meters,612,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,874,unrelated
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,480,unrelated
New policy could reduce marijuana possession arrests,775,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1938,unrelated
"A message from Jim's mom, Diane Foley:",1251,unrelated
David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',1802,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2088,unrelated
ISIS Video Purports To Show Beheading Of British Aid Worker,1178,unrelated
South Korea: Kim Jong Un had ankle surgery to remove cyst,2053,agree
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,704,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,662,unrelated
'Spiderman' squished: Experts debunk claims,1888,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,571,unrelated
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,585,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,368,unrelated
Catholic Priest Claims God Is Female After Clinically Dead Experience,1148,unrelated
Man who skipped work for 24 years is finally fired,1318,agree
AUSTRALIA: 600-POUND WOMAN GIVES BIRTH TO 40-POUND BABY,105,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1166,discuss
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1966,unrelated
BATMAN VS. SUPERMAN BATMOBILE STOLEN,692,unrelated
"Despite no Ebola case in Kansas City, the rumor goes viral",1226,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2403,discuss
Meteor Leaves 40-Foot Crater Near Managua's Airport,731,unrelated
Monster catfish which looks big enough to swallow a man whole caught in Italy,2371,unrelated
Is Kim Jong-un’s sister now the power behind the North Korean throne?,2177,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,2375,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,87,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1202,discuss
Meteorite strike in Nicaragua puzzles experts,1661,discuss
"North Korean leader Kim Jong Un had ankle surgery, report says",2053,discuss
Spider burrowed through tourist's stomach and up into his chest,959,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,2016,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,761,unrelated
Pentagon: 1 weapons bundle seized by militants,1949,agree
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,2470,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2039,unrelated
Has Ebola infected Isis militants in Mosul?,1013,unrelated
Christian Bale Is Steve Jobs,1294,unrelated
Is Durex Planning To Release A Pumpkin Spice Condom?,1400,discuss
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,530,unrelated
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1789,unrelated
Cheese addiction breaks Kim Jong-un's ankles,99,unrelated
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,1829,discuss
Audio recording allegedly captures moment Michael Brown was shot,984,unrelated
7 Bosnian teens get pregnant on school trip,208,unrelated
"Boko Haram agrees to ceasefire, release of school girls",2272,disagree
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",971,unrelated
Audio may have captured Michael Brown shooting,2481,discuss
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1974,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",2155,unrelated
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",1625,unrelated
Two blokes dared to eat 20-year-old burger for charity,1289,unrelated
Psychoactive magic mushroom found in grounds of Buckingham Palace,1575,unrelated
Jilted lover chops off his penis after girlfriend dumps him,413,unrelated
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",478,unrelated
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',2042,unrelated
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',1289,unrelated
Tropical spider burrows under man's skin through scar,730,unrelated
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",258,unrelated
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",428,unrelated
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2472,unrelated
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",1349,unrelated
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,699,unrelated
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1097,unrelated
Kim Jong-un 'Had Surgery on Fractured Ankles',2441,unrelated
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1299,unrelated
Govt fires employee who skipped work for 24 years,1844,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,513,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,320,unrelated
Now the Vogue Rats Are Chewing Through Couture,788,discuss
Luke Somers 'killed in failed rescue attempt in Yemen',1439,unrelated
ISIS Extremists Claim to Behead British Hostage David Haines,1360,unrelated
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,424,unrelated
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,972,unrelated
Pentagon confirms al-Shabab leader killed in airstrike in Somalia,1306,agree
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,119,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",1884,agree
Cold Turkey,2307,agree
Lego letter from the 1970s still offers a powerful message to parents 40 years later,1969,discuss
Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,2009,unrelated
US confirms death of Somalia terror group leader,941,unrelated
Marijuana Law New York: How No-Arrest Policy Could Make Things Worse For Minor Offenders ,221,unrelated
Man discovers spider living under his skin during Bali vacation,1819,agree
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,36,unrelated
Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,667,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2078,unrelated
Is the iPhone 6 Really Pulling Out Your Hair?,1289,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,2354,unrelated
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",537,discuss
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,251,unrelated
Islamic State Flying Three Jets in Syria,1337,unrelated
UPDATE: Internet report of Ebola outbreak in Purdon not true,2403,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1737,unrelated
"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",1943,unrelated
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,964,unrelated
Apple Users Add Hairgate to iPhone 6 Problems,161,unrelated
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1901,unrelated
CBS News Names Canadian Parliament Shooting Suspect,2214,discuss
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",444,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1627,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',1808,unrelated
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1400,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),1498,unrelated
Pumpkin Spice condoms? Don't fall for this hoax.,2354,agree
"Islamic State leader's family detained by Lebanon, officials say",1263,discuss
Hundreds of Palestinians flee floods in Gaza as Israel opens dams,289,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,2327,discuss
Tropical spider burrowed under Bali tourist's skin,1422,unrelated
Man who SLAPS people if they sneeze in public being hunted by police,43,unrelated
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",1212,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1981,unrelated
Government fires employee who skipped work for 24 years,7,unrelated
PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,269,unrelated
Apple Watch Pop-Up Shop Also Planned for London's Selfridges Department Store,510,discuss
Pentagon: Somali terror group leader killed in U.S. airstrike,2364,discuss
"Fidel Castro Rumors Sweep Internet, But No Sign in Cuba",832,unrelated
Nun who gave birth ‘had no idea’ she was pregnant,1164,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,874,unrelated
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,1263,unrelated
Kim Jong-un: obese leader 'fractured both ankles',933,unrelated
Iraqi media: ISIS militants have contracted Ebola,1974,discuss
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,512,discuss
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,592,unrelated
Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax,2354,agree
Macaulay Culkin Dead?,1555,discuss
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,986,unrelated
God is a woman- Priest who died for 48 minutes claims,614,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",403,unrelated
Viral Photo Shows How Chinese Workers Are Used to Manipulate App Store Rankings,658,unrelated
Amazon is opening its first physical store,1840,unrelated
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1637,unrelated
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",975,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1198,agree
Ferguson riots: audio may have captured Michael Brown shooting,2313,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1807,discuss
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2144,discuss
Big Bank Hank of The Sugarhill Gang is dead at 57,281,unrelated
Bug in iOS 8's 'Reset All Settings' Option Also Erases iCloud Drive Documents,221,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,320,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",2109,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1120,discuss
PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,2307,unrelated
A Bogus Banksy,526,unrelated
REPORT: Apple's Watch Will Come In 2 Storage Sizes,1302,unrelated
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1223,unrelated
Islamic State militants claim to behead missing American journalist,1786,unrelated
Iraqi media says ISIS militants have contracted Ebola,5,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,214,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,213,unrelated
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,891,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,539,unrelated
Michelle Obama Not Blurred Out on Saudi TV,2453,agree
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",75,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,1622,discuss
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,5,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female,169,unrelated
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1807,unrelated
IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,2411,unrelated
Someone painted a graffiti dick on a $2.5 million car,1453,disagree
Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,2228,agree
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,646,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,1223,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,2055,discuss
Man With Ebola-Like Symptoms Claims Contact With 'Patient Zero' in Texas,1582,unrelated
Video: Marine saved by helmet after Taliban sniper attack,2267,agree
Islamic State claims to have beheaded American journalist,2130,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,513,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,984,unrelated
"Rumor: Apple shooting for 19 hours of Apple Watch battery life under normal conditions, 2.5 hours 'heavy' use",718,unrelated
ISIL militant 'Jihadi John' named by media,1308,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1099,agree
Report: British intelligence has identified Foley's killer,195,unrelated
Mexico prosecutor: Students not in 1st mass graves,1912,discuss
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",225,unrelated
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,742,discuss
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",2272,agree
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,2024,agree
"No, Banksy hasn’t been arrested",2302,unrelated
Watch: US marine survives Taliban sniper headshot in Afghanistan,1934,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1099,discuss
Comcast Declares War on Tor?,1589,unrelated
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,1921,unrelated
Doubts cast over Nicaragua meteorite claim,1068,discuss
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,616,unrelated
"Despite ceasefire announcement, new Boko Haram attacks reported",35,unrelated
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1024,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2504,agree
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2152,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,2404,discuss
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,844,unrelated
"Boko Haram denies truce, says kidnapped girls married",1019,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2386,discuss
"Managua explosion not a meteorite, NASA suggests",1594,agree
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2115,unrelated
"Pizza delivery man gets $2,000 tip",1681,unrelated
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,1707,unrelated
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,2520,unrelated
"Boko Haram denies truce, says kidnapped girls married",2096,unrelated
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",227,unrelated
What One Homeless Man Does with $100 Will Astonish You (VIDEO),1996,agree
"HBO streaming service could launch in April for $15 per month, work on Apple TV",2434,unrelated
White House fence-jumper made it far deeper into building than previously known,1916,unrelated
"No, a spider (probably) didn't crawl through a man's body for several days",2042,agree
Devoted pet owner spends £300 to save his GOLDFISH after it became constipated,646,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1215,agree
ISIL video claims beheading of kidnapped journalist James Foley,524,unrelated
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",2399,discuss
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1807,unrelated
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,1103,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2463,unrelated
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,630,unrelated
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",1291,unrelated
"Nun gives birth, intends to keep baby",2388,unrelated
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1022,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",609,unrelated
Everyone chill! Banksy has NOT been arrested,1437,unrelated
"No, a bird didn't poop on Vladimir Putin",1948,unrelated
Dumped woman spends a week in KFC to get over ex,186,unrelated
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,830,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1821,disagree
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1832,unrelated
Omsk schoolboy turned into a man-magnet after shock,1426,unrelated
"No, Pumpkin Spice Condoms Are Not A Real Thing",609,unrelated
ISIS Militants Allegedly Contracted Ebola,524,unrelated
Staff Reporter,796,unrelated
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,2314,agree
