Headline,Body ID,Stance
"In New York City, Marijuana May Mean Ticket, Not Arrest",2217,discuss
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1372,discuss
"Batmobile stolen in Detroit? Good one, joker!",1538,discuss
ISIS Militants Allegedly Contracted Ebola,1289,unrelated
Amazon.com to open first physical store in Manhattan: DJ,527,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,714,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',800,unrelated
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,800,unrelated
Missing American journalist reportedly beheaded by Islamic State ,2525,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1289,unrelated
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1107,unrelated
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",1063,discuss
Pull the other Un! North Korean dictator has not been seen for weeks because he 'pulled tendon while doing drill with his generals',2230,discuss
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",2056,unrelated
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',2087,unrelated
"Wildest Apple Watch rumor yet: 100,000 apps at launch",730,unrelated
"ISIS Claims an American Hostage, Kayla Mueller, Died in Airstrike in Syria",532,unrelated
Man chops off own penis after being dumped by his girlfriend,2524,unrelated
"No, there aren’t any Ebola cases in Iraq",1461,unrelated
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",1883,unrelated
Missing Libyan Jetliners Raise Fears of Suicide Airliner Attacks on 9/11,1384,unrelated
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,754,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,527,unrelated
Pumpkin Spice condoms? Don't fall for this hoax.,413,unrelated
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',1104,unrelated
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2307,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1715,discuss
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1197,agree
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1673,agree
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,513,unrelated
Report: Secret Service Lied About White House Fence Jumper,1274,discuss
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1506,unrelated
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2385,agree
1901 Boston time capsule yields small red book,851,unrelated
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",1670,unrelated
‘Islamic tribunal confirmed in Texas’,200,discuss
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1885,unrelated
"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",643,unrelated
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",1210,unrelated
Jose Canseco shoots self in hand,1580,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,531,discuss
British rapper a suspect in ISIS beheading,8,unrelated
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2132,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1943,unrelated
British Aid Worker Confirmed Murdered By ISIS,787,unrelated
Small Meteorite Hits Managua,40,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,121,unrelated
Met police denies reports of Banksy arrest,36,agree
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,1648,unrelated
Militant Group Says It Killed American Journalist in Syria,2096,discuss
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1422,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2075,discuss
"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",1790,unrelated
Man who slaps people around the head for sneezing hunted by police,195,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,2009,unrelated
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1921,unrelated
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,846,unrelated
Texas plumber baffled after truck ends up in the hands of Syrian rebels,13,unrelated
Amazon Is Going To Open A Physical Store!,718,discuss
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,2272,agree
REPORT: Alleged New Audio of Michael Brown Shooting,1974,unrelated
Report: Christian Bale Will Play Steve Jobs,1646,unrelated
Islamic State fighters detonate 'SCORPION bombs' in terror siege,922,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1862,discuss
"Spider burrowed into appendix scar, crawled through WA man's body",1549,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",724,unrelated
Reports: Boko Haram may release schoolgirls as part of deal,2088,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,559,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2299,unrelated
State House time capsule from 1795 unearthed,2288,agree
"Apple Watch Specs Tipped; Said to Feature 512MB RAM, 4GB of Storage",254,unrelated
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",1498,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2530,discuss
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1291,unrelated
Apple Orders More Than 5 Million Watches for Initial Run,320,unrelated
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,2443,discuss
Google Grows With $1.6 Billion in California Office Deals,2442,agree
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",633,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,2397,discuss
"A message from Jim's mom, Diane Foley:",176,unrelated
Missing American journalist reportedly beheaded by Islamic State ,1549,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1185,discuss
Christian Bale to Play Steve Jobs in New Movie,1015,unrelated
"Dead for 48 minutes, Catholic Priest claims God is female",2328,unrelated
The Unluckiest Man In The World Set His College On Fire With A Fireworks Marriage Proposal,1651,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,2375,unrelated
"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",560,disagree
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1570,unrelated
Eyewitness Says Viral Video of Homeless Man Was Staged,643,unrelated
Vogue’s Rat Infestation: Disturbing New Details,2520,discuss
Missing American journalist reportedly beheaded by Islamic State ,337,discuss
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",2132,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,488,agree
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,1009,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1926,disagree
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1690,discuss
Macaulay Culkin dead: Actor is victim of another death hoax,2326,agree
Video Purports To Show Beheading Of U.S. Journalist By Militants,704,unrelated
Alleged audio of Michael Brown shooting released,816,discuss
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1294,discuss
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",2453,unrelated
Meteor Leaves 40-Foot Crater Near Managua's Airport,2330,unrelated
GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,1012,discuss
Alleged audio of Michael Brown shooting has surfaced,503,unrelated
God Is A Woman – Resurrected Father Narated,2296,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,2223,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,1738,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',2260,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1598,discuss
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,961,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1266,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",691,unrelated
James Foley remembered as 'brave and tireless' journalist,633,unrelated
An accidental delivery of arms to the Islamic State and the problem with airdrops,1224,unrelated
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,17,unrelated
"Gene Munster Predicts $499 Steel Apple Watch, $4,999 for 18k Gold Edition",1708,unrelated
CNN Airs Alleged Audio from Michael Brown Shooting,1893,unrelated
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],220,unrelated
Islamic State fighters detonate 'SCORPION bombs' in terror siege,730,unrelated
TBS speeds up Seinfeld a full 7.5 percent - here is the proof,2290,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1093,discuss
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,22,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,568,unrelated
Video Purports To Show Beheading Of U.S. Journalist By Militants,2109,unrelated
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1680,unrelated
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1611,discuss
iOS 8 bug could delete your iCloud Drive documents,1351,discuss
ISIS Seemingly Beheaded American Journalist James Wright Foley,1358,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",704,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1296,unrelated
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,324,unrelated
British hostage David Haines beheaded by Islamic State terrorists,1183,discuss
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,107,unrelated
Doubts cast over Nicaragua meteorite claim,724,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1689,discuss
"Former Porn Star Behind YouTube Sensation ‘DC Toy Collector,’ Makes $5 Million Per Year Unboxing Disney Toys",2096,unrelated
"North Korean leader Kim Jong-un not missing, just having ankle surgery",1465,discuss
"No, Jordan's King Abdullah II is not personally flying planes against Isis",516,unrelated
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1483,unrelated
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,503,unrelated
Another American hostage at risk by Islamic state,1627,unrelated
Detroit Police Issue Statement That The Batmobile Is Safe,1671,discuss
"Tour, agent: Tiger Woods not banned",1867,unrelated
Penis Drawn On Bugatti Veyron Could Be World's Most Expensive Car Vandalism,1781,unrelated
"Fidel Castro Is Dead, According to Viral Twitter Rumors",2251,discuss
Amazon.com to open first physical store in Manhattan: DJ,195,unrelated
REPORT: The Batmobile Might Have Been Stolen In Detroit,137,unrelated
N Korean leader misses annual ritual; sister ‘takes over duties’,2046,unrelated
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,2257,unrelated
ISIS Getting Ebola,2283,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,2192,unrelated
Missing Libyan Jetliners Raise Fears of Suicide Airliner Attacks on 9/11,1083,unrelated
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1502,agree
Media outlets identify 'Jihadi John',81,unrelated
Audio recording allegedly captures moment Michael Brown was shot,1446,discuss
British Man Slaps People If They Sneeze In Public,1839,agree
Mum Offers to Sell Twin Boy to Save Twin Girl,1293,unrelated
