Headline,Body ID,Stance
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),99,unrelated
American Predator Drone Circling Islamic State’s Stronghold,1802,unrelated
Conflicting reports on alleged IS capture of Canadian woman,80,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,2520,unrelated
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1254,discuss
"In Moscow, police are looking for a felon, cut the male genitals",1658,unrelated
ISIL allegedly kills US journalist in video,1747,discuss
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2450,agree
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,964,unrelated
Russian TV actor wakes up to find his testicles stolen,91,unrelated
"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",716,discuss
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,1649,unrelated
Video shows ISIL beheading of photojournalist James Foley,1206,agree
"Absent from duty for 25 years, CPWD official dismissed",844,unrelated
"Tropical spider burrows under man's skin, lives there for three days",1104,agree
Kim Jong-Un 'bans the name Kim Jong-un',139,unrelated
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",1413,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',2045,unrelated
"Boko Haram denies truce, says kidnapped girls married",992,unrelated
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2250,discuss
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,60,unrelated
First Human Death Confirmed From Eating GMO [Satire],2013,discuss
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,2347,discuss
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",2344,unrelated
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",2475,agree
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",2046,unrelated
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1240,unrelated
Google to Buy Redwood City Offices for $585M,1476,unrelated
"No, ESPN is not having an all-male domestic violence panel tonight",373,unrelated
Mirfield man's tears of joy after lost voicemail of wife retrieved,1208,agree
Podcast: Brown Moses on what’s flying over Iraq and Syria,1081,unrelated
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",2347,agree
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",1982,unrelated
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",2115,unrelated
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",1048,unrelated
"Apple Watch Takes Two Hours to Charge, Only Delivers Notifications While on the Wrist",1542,discuss
Video Purports To Show Beheading Of U.S. Journalist By Militants,1569,unrelated
Alleged audio of Michael Brown shooting released,2403,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1854,unrelated
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",2453,agree
Nicaragua asks U.S. for help investigating meteorite crater,388,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,1020,unrelated
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),1569,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,1883,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,938,unrelated
Kim Jong-Un 'bans the name Kim Jong-un',520,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,1198,agree
Fence Jumper Made It Deeper Into the White House Than Secret Service Claims,1787,unrelated
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",459,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1040,unrelated
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1610,agree
Strange mark turns out to be tropical spider burrowing under vacationer's skin,43,unrelated
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2246,discuss
Caught a catfish record in Po: 127 kg and 2.67 meters,204,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,737,unrelated
Teen Makes $72 Million on the Stock Market,562,unrelated
Fence jumper reportedly made it much further into White House than Secret Service said,311,unrelated
Report: Michael Phelps’ Tinder ‘Girlfriend’ Was Born Male; “We Made Love During Halftime”,330,unrelated
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,1224,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,2526,unrelated
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,741,unrelated
Government fires employee who skipped work for 24 years,539,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1166,unrelated
'Spiderman' squished: Experts debunk claims,1923,agree
Soldier shot at War Memorial; multiple shots fired in Parliament,401,unrelated
Resetting iOS 8 Preferences May Wipe iCloud Files,424,unrelated
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2043,unrelated
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1219,agree
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,2459,unrelated
Jihadi John ‘identified as British man from West London’,1933,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,1179,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1940,unrelated
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",677,unrelated
Hunt for 'cruel' owner who abandoned dog at train station,1042,unrelated
Militant Group Says It Killed American Journalist in Syria,7,unrelated
ISIS Video Claims to Show Beheading of British Hostage,2477,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),168,unrelated
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1976,discuss
For sale: Tiger's former island in Sweden,1660,unrelated
"Boko Haram agrees to ceasefire, release of school girls",1340,disagree
"Rumor: Apple shooting for 19 hours of Apple Watch battery life under normal conditions, 2.5 hours 'heavy' use",822,unrelated
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,80,unrelated
GCPD Solved Stolen Batmobile Case?,322,unrelated
Saudi cleric issues fatwa on snowmen,760,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1731,agree
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,171,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,1697,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,1374,unrelated
Here Are Microsoft's New Robot Security Guards,1721,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,115,unrelated
ISIS leader dead?,731,discuss
"Audio captured at time of Michael Brown shooting, company says",2020,unrelated
North Korean dictator Kim Jong-Un to open restaurant in Scotland,1498,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1776,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2495,discuss
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,726,agree
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1821,unrelated
Soldier shot near Canadian parliament building,1457,discuss
Questions raised over Nicaragua 'meteorite',1323,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2250,discuss
"In Vogue vs Rats War, the Rats Are Winning",1737,unrelated
ISIS executioner 'Jihadi John' named by media,1489,discuss
Homeless man receives $100... then shocks everyone with how he spends it,1950,unrelated
Government employee fired after skipping work for 24 years,72,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,2367,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,227,discuss
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",1785,unrelated
Tips for Chinese choosing an English name,1660,agree
Media outlets identify 'Jihadi John',1406,unrelated
'Jihadi John' named as Mohammed Emwazi from London,1107,unrelated
Son Pays Off His Parents’ Mortgage for Christmas,1567,agree
"Israel opens dams, floods Gaza",1921,unrelated
Government fires employee who skipped work for 24 years,2413,unrelated
GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,2132,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,2187,unrelated
"Meteorite makes big crater in Nicaragua, government says",816,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),570,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",1900,unrelated
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,1890,discuss
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1854,unrelated
"Despite no Ebola case in Kansas City, the rumor goes viral",1519,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,55,unrelated
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,321,unrelated
North Korean dictator Kim Jong-Un to open restaurant in Scotland,1873,disagree
Journalist James Wright Foley reportedly beheaded by ISIS,1016,discuss
"Islamic State training fighter pilots in captured jets, monitoring group says",1341,discuss
Christian Bale Exits Steve Jobs Movie (Exclusive),1299,agree
Christian Bale in Talks to Play Steve Jobs (Exclusive),454,discuss
Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?,1697,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,944,discuss
"Boko Haram denies truce, says kidnapped girls married",832,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1804,unrelated
Italian fisherman catches monstrous 280-pound catfish,2371,unrelated
White House fence-jumper made it far deeper into building than previously known,917,unrelated
Isis tells mother on rescue mission :’You’ve just eaten your son’,1442,unrelated
Christian Bale quits Steve Jobs movie,2187,unrelated
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,484,discuss
CBS News Names Canadian Parliament Shooting Suspect,1266,unrelated
Pentagon: ISIS Got U.S. Weapons Package,1949,agree
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2053,discuss
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,626,agree
Isis claims to behead US journalist,2047,discuss
Rat problem worsens at One World Trade Center offices of Conde Nast,1968,unrelated
US confirms death of Somalia terror group leader,2141,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1403,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,1857,unrelated
ISIS Militants Allegedly Contracted Ebola,1904,discuss
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,534,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,11,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1435,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",1305,discuss
Microsoft turns to robotic security guards to watch for trouble,1837,agree
"Gold Apple Watch Edition Could Cost As Much As $1,200",1934,unrelated
Bali Awry,1709,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1471,unrelated
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",2477,unrelated
Report: Michael Phelps’ Tinder ‘Girlfriend’ Was Born Male; “We Made Love During Halftime”,599,discuss
Code/Red: Apple Watch Battery Life — “Charge Nightly”,1898,discuss
Has Ebola infected Isis militants in Mosul?,720,unrelated
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,1177,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,1224,unrelated
EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up,945,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1093,discuss
Lebanon 'holding IS leader's daughter and ex-wife',1875,unrelated
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",391,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1795,unrelated
Christian Bale will not play Steve Jobs,945,disagree
Reports: Boko Haram may release schoolgirls as part of deal,2192,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],205,unrelated
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',1921,unrelated
Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,1048,unrelated
Spider burrowed through tourist's stomach and up into his chest,1422,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",88,unrelated
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",2055,agree
Vandal paints penis on £1.5million Bugatti Veyron,1148,disagree
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,1849,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,171,unrelated
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,2034,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1139,discuss
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,1408,unrelated
Apple Watch delayed for February in limited quantity,1742,unrelated
Is There an ISIS Threat on the Texas-Mexico Border or Not?,625,unrelated
Code/Red: Apple Watch Battery Life — “Charge Nightly”,1746,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,903,unrelated
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2483,unrelated
Militant Group Says It Killed American Journalist in Syria,578,discuss
Mexico Says Students Not Among Dead in Mass Grave,1740,unrelated
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1631,discuss
An audio recording of the Michael Brown shooting has reportedly surfaced,2354,unrelated
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,2492,agree
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1807,discuss
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,2261,discuss
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1943,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",220,unrelated
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",168,unrelated
Bug in iOS 8's 'Reset All Settings' Option Also Erases iCloud Drive Documents,2423,agree
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",1917,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,472,unrelated
ISIL Beheads American Photojournalist in Iraq,2147,discuss
Doubts cast over Nicaragua meteorite claim,1622,discuss
#Hairgate: iPhone 6 users say device pulls out hair,1252,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1125,unrelated
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,2033,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,2398,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",472,unrelated
Michael Brown shooting audio caught on tape?,346,unrelated
"What they earn: Vice CEO Shane Smith’s $300,000 steak dinner",832,unrelated
Saudi cleric says snowmen are anti-Islamic,599,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,1744,discuss
Sugarhill Gang’s Big Bank Hank dead at 57,105,unrelated
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,2371,unrelated
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,699,agree
Missing American journalist reportedly beheaded by Islamic State ,1288,discuss
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1934,discuss
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",1029,unrelated
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",2463,discuss
Russians Bag Better Bigfoot Footage,1718,unrelated
"Don't Worry, 'The Breakfast Club' Star Judd Nelson Is Not Dead",822,unrelated
'Jihadi John' named as Mohammed Emwazi from London,961,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2016,agree
Report: Secret Service Lied About White House Fence Jumper,1176,unrelated
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,220,unrelated
Islamic State claims it executed American photojournalist James Foley,1857,unrelated
ISIS Militants Allegedly Contracted Ebola,93,unrelated
Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,78,unrelated
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1437,unrelated
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,1883,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,1019,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2526,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2370,unrelated
"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",1820,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1564,discuss
Shocking moment shows 'adulteress' stripped naked and beaten in busy shopping centre,1131,unrelated
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",568,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1173,discuss
Man chops off own penis after being dumped by his girlfriend,831,unrelated
New iOS 8 bug can delete all of your iCloud documents,26,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1034,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",1966,agree
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,1921,unrelated
"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",2034,unrelated
Isis claims to behead US journalist,7,unrelated
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,1435,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1347,unrelated
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1198,agree
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,903,unrelated
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1299,unrelated
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1006,unrelated
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",280,unrelated
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,1545,unrelated
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1976,discuss
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,592,unrelated
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1489,unrelated
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,2418,discuss
"Meet Magneto Boy, the kid who attracts metal with his body",887,agree
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,1698,agree
ISIS Militant “Jihadi John” Identified As Young West Londoner,2033,unrelated
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,254,unrelated
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,1308,unrelated
SHOCKING: Indian Man's Penis Cut-off After He Was Caught Attempting Rape [Photos],36,unrelated
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1574,unrelated
Soldier shot near Canadian parliament building,524,unrelated
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",2504,agree
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1968,disagree
Luke Somers 'killed in failed rescue attempt in Yemen',56,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1438,unrelated
Saddam Hussein’s pilots training Islamic State group,2342,unrelated
Govt fires employee who skipped work for 24 years,1951,agree
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,781,discuss
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",34,unrelated
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,761,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,2070,unrelated
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1529,discuss
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1899,unrelated
Dog found abandoned outside railway station with suitcase of his belongings,1237,unrelated
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,1459,unrelated
Whiz kid stock picker: I didn't actually make $72M trading,1024,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,1435,unrelated
Man discovers spider living under his skin during Bali vacation,959,unrelated
CNN Plays Alleged Recording of Michael Brown Shooting,1832,unrelated
"Jihadi John named as Mohammed Emwazi, from west London",2202,discuss
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2304,unrelated
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',1403,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",2314,unrelated
Former U.S. soldier says IS used chemical weapons in Kobani,1369,discuss
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,633,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2088,unrelated
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,2087,unrelated
'There is no limit to their depravity' Islamic State FEED mother her own SON,22,unrelated
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),1291,unrelated
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,526,unrelated
Axl Rose NOT Dead: Fake MSNBC Death Hoax Goes Viral On Facebook,1645,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1013,unrelated
White House Fence Jumper Pushed Past Female Guard,1921,discuss
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,2309,unrelated
Google to Buy Redwood City Offices for $585M,2415,unrelated
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",1720,discuss
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,416,discuss
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",975,unrelated
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,1372,unrelated
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,1929,disagree
Fence-jumper got farther into White House,687,unrelated
Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,2371,unrelated
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),239,unrelated
Sugarhill Gang rapper Big Bank Hank dies aged 57,1498,unrelated
Seth Rogen Is Woz,999,agree
Jilted lover chops off his penis after girlfriend dumps him,1249,unrelated
"Woman At Dulles Plays It Safe, Wears A Rain Poncho And Mask",1926,unrelated
BATMAN VS. SUPERMAN BATMOBILE STOLEN,1737,discuss
"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",2201,discuss
"Audio captured at time of Michael Brown shooting, company says",321,unrelated
Apple Reportedly Relying More Heavily on Samsung for iPhone 6 and Apple Watch Components,989,discuss
ISLAMIC STATE ‘FED MURDERED MAN TO HIS OWN MOTHER’,1659,unrelated
Mexico checks if 43 missing students in mass grave,2385,unrelated
"Managua explosion not a meteorite, NASA suggests",1071,unrelated
James Foley remembered as 'brave and tireless' journalist,1385,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,478,unrelated
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,1042,unrelated
