Headline,Body ID,Stance
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,1212,unrelated
ISIL Beheads American Photojournalist in Iraq,533,unrelated
eBay developing Apple Watch software with ties to iOS app,209,unrelated
CNN Plays Alleged Recording of Michael Brown Shooting,1934,discuss
Another American hostage at risk by Islamic state,539,unrelated
Report: Fence jumper made it into East Room of White House,1840,agree
Boko Haram denies ceasefire claim by Nigeria's government,1541,unrelated
Banksy arrest hoax: US website claims street artist caught in Watford,2185,unrelated
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",2277,discuss
The Man Who Says Comcast Got Him Fired Has Filed a Lawsuit,1627,agree
Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,1588,unrelated
Met police denies reports of Banksy arrest,1739,unrelated
"No, a Planetary Alignment on Jan. 4, 2015, Won’t Decrease Gravity",1123,disagree
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1634,discuss
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1435,unrelated
ISIS executioner 'Jihadi John' named by media,2184,unrelated
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,428,disagree
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1563,disagree
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,17,disagree
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,2307,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,1786,unrelated
Married TV actor wakes up to find his testicles have been STOLEN after he is drugged in Russian bar by attractive blonde working for organ traffickers,2443,unrelated
New iOS 8 bug can delete all of your iCloud documents,1278,unrelated
Predator Drone Reportedly Spotted Over ISIS Stronghold,1234,unrelated
British man pays $460 to save constipated goldfish's life,1364,unrelated
Former PGA Tour player: Tiger Woods suspended for drug test failure,2252,unrelated
Video Purports To Show Beheading Of U.S. Journalist By Militants,1627,agree
NYC relaxes response to marijuana possession,2372,discuss
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1103,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,800,unrelated
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,1180,unrelated
Tropical spider burrowed under Bali tourist's skin,1826,unrelated
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,1642,unrelated
Apple 'working on 12-inch MacBook Air',1730,discuss
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",30,unrelated
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),1483,unrelated
Soldier shot in Ottawa at War Memorial,77,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,2127,unrelated
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,1471,unrelated
Missing Mexican students 'not found in mass grave',1939,unrelated
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",755,unrelated
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,2268,unrelated
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,1375,unrelated
Soldier shot near Canadian parliament building,633,unrelated
Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic,1575,discuss
British rapper a suspect in ISIS beheading,592,unrelated
Apple Watch to reportedly offer 'Power Reserve' to help extend battery life,2106,unrelated
Missing American journalist reportedly beheaded by Islamic State ,632,discuss
ISIS executioner 'Jihadi John' named by media,997,discuss
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,755,disagree
Man chops off own penis after being dumped by his girlfriend,1560,agree
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1506,unrelated
ISIL militant 'Jihadi John' named by media,1909,unrelated
New iOS 8 bug can delete all of your iCloud documents,2404,unrelated
Rapper identified as James Foley's executioner: reports,1104,unrelated
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1438,unrelated
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,2520,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,958,unrelated
Isis tells mother on rescue mission :’You’ve just eaten your son’,346,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1778,discuss
Sergeant-at-Arms stopped shooter on Parliament Hill,1356,discuss
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",691,unrelated
Islamic State accused of using chlorine gas on Iraqi soldiers,2411,unrelated
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2385,unrelated
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",2141,unrelated
Customer: I was fired for Comcast complaint,2238,discuss
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,992,discuss
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,204,unrelated
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1940,agree
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1950,unrelated
Doubts raised over authenticity of Charlie Hebdo footage.,1683,unrelated
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",513,unrelated
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,2287,unrelated
ISIL allegedly kills US journalist in video,1786,unrelated
US airstrike targets Al Shabaab leader Ahmed Abdi Godane in Somalia,60,unrelated
The Case of the Stolen Batmobile Has Been Solved,1177,discuss
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,81,unrelated
Small Meteorite Strikes in Nicaragua's Capital City of Managua,2371,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1857,unrelated
IPhone 6 users are tearing their hair out,2276,discuss
Are Rumors of the Apple Watch in Feb True?,195,unrelated
NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,837,unrelated
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",2037,discuss
"What We Know About Kim Yo Jong, Who May Control North Korea",271,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",737,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,2360,unrelated
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,30,unrelated
"Evander Kane ""On Way Out"" From Source, Price Is Very High; Who Is In?",1385,discuss
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,1234,unrelated
Bugatti Veyron Vandalized With Penis Graffiti? Viral Photo Isn’t What It Seems,822,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,2526,unrelated
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",213,unrelated
Isis militants claim to have killed US journalist James Foley,2175,unrelated
Tiger Woods serving secret PED suspension?,2432,unrelated
"Boko Haram agrees to ceasefire, release of school girls",2078,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,2511,unrelated
Founding Fathers-Era Time Capsule Found in Boston,269,unrelated
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1619,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,1483,unrelated
Isis claims to behead US journalist,1679,discuss
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,1459,unrelated
US officials: Video shows American's execution,1016,unrelated
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",1094,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),190,unrelated
Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,413,unrelated
BATMAN VS. SUPERMAN BATMOBILE STOLEN,2431,unrelated
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1022,unrelated
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1296,unrelated
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1179,discuss
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1790,discuss
Durex is not confirming or denying rumors of a “pumpkin spice” condom,859,unrelated
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1256,unrelated
Sugarhill Gang rapper Big Bank Hank dies at age 57,40,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,226,agree
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1802,unrelated
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",1761,unrelated
The news of Cesar Millan's death is false,1429,discuss
Has Ebola infected Isis militants in Mosul?,1938,unrelated
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",239,unrelated
"No, a Planetary Alignment on Jan. 4, 2015, Won’t Decrease Gravity",1625,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',2155,discuss
New Rumour Suggests Apple Watch to Launch in February,2401,discuss
"Etats-Unis: Mort pendant 48 minutes, un prêtre affirme que Dieu est une femme",1048,unrelated
Amazon's first brick-and-mortar store said to open in Manhattan,321,unrelated
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,582,discuss
Audio recording allegedly captures moment Michael Brown was shot,1818,discuss
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2125,disagree
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1029,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",81,unrelated
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1789,unrelated
Rapper identified as James Foley's executioner: reports,592,unrelated
Cameron vows to hunt down IS 'monsters' after Haines murder,1360,unrelated
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,254,discuss
Rat problem worsens at One World Trade Center offices of Conde Nast,2106,discuss
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",470,unrelated
"Audio captured at time of Michael Brown shooting, company says",1426,discuss
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",1323,unrelated
What Glenn Beck Fears May Be Done With the 11 Missing Jets,2010,discuss
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,387,unrelated
New iOS 8 bug can delete all of your iCloud documents,1670,unrelated
'Hairgate': iPhone hit by new social media storm,2088,discuss
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1817,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",381,unrelated
Shocking picture shows mother trying to sell her own son to pay for twin daughter's cancer treatment,565,unrelated
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",2051,unrelated
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",505,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1580,discuss
Obama: murder of James Foley 'shocks the conscience of the entire world',1949,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1790,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1361,unrelated
Tiger Woods prices private island at $7.1 million,1826,unrelated
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,2149,discuss
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1853,unrelated
Woman Stays In KFC For A Week To Get Over Her Break-Up,1819,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2093,unrelated
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,2175,unrelated
GCPD Solved Stolen Batmobile Case?,2135,discuss
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,1549,disagree
WSJ: Apple cut watch health features due to erratic sensors,607,unrelated
God Is A Woman – Resurrected Father Narated,1227,disagree
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,72,unrelated
Nun complains of stomach pains... and GIVES BIRTH: Sister who had 'no idea' she was pregnant has a baby boy at hospital in Italy,1760,unrelated
"North Korean leader Kim Jong-un not missing, just having ankle surgery",2327,unrelated
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",2365,discuss
"Tropical spider burrows under man's skin, lives there for three days",1880,disagree
Star Wars: The Force Awakens to be released this summer?,1740,unrelated
Terrorism fears rise amid reports of stolen jetliners,1083,unrelated
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",1804,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,2330,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1751,unrelated
Report: NYPD to stop arresting people for minor marijuana offenses,1660,unrelated
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,1413,unrelated
ISIS Getting Ebola,2463,unrelated
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,466,discuss
Predator Drone Reportedly Spotted Over ISIS Stronghold,2443,discuss
Boko Haram denies it has agreed ceasefire,125,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,816,unrelated
"In Vogue vs Rats War, the Rats Are Winning",30,unrelated
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2172,unrelated
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,789,unrelated
Opposition group: ISIS militants training to fly warplanes in Syria,1293,discuss
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,689,unrelated
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,2496,agree
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1841,disagree
Nun who gave birth ‘had no idea’ she was pregnant,2479,agree
IS Fighters Seize Weapons Cache Meant for Kurds,2509,discuss
The Chinese Guide to Avoiding a Bad English Name,1574,unrelated
Fence-jumper made it farther in White House than Secret Service let on,917,unrelated
Apple Users Add Hairgate to iPhone 6 Problems,1923,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1438,unrelated
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",1256,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2458,unrelated
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",2171,unrelated
The next Apple Watch could be platinum,2421,discuss
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,1170,unrelated
Islamic State 'training pilots to fly fighter jets',568,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2526,unrelated
Is There an ISIS Threat on the Texas-Mexico Border or Not?,2056,unrelated
Islamic State Leader al-Baghdadi “Not Dead”,789,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),1213,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1815,discuss
Islamic State 'training pilots to fly fighter jets',1293,discuss
"Apple Targeting March for Apple Watch Launch, Retail Training Begins Next Month",1195,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2002,unrelated
"Israel opens dams, floods Gaza",1950,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2386,discuss
ISIS Reportedly Beheads American Photojournalist in Iraq,1361,discuss
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1786,unrelated
Big Bank Hank of The Sugarhill Gang is dead at 57,1374,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2450,unrelated
Audio recording allegedly captures moment Michael Brown was shot,1040,unrelated
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",527,agree
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',1506,unrelated
Audio may have captured Michael Brown shooting,2281,unrelated
Founding Fathers-Era Time Capsule Found in Boston,971,agree
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,1419,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",800,unrelated
The iPhone 6 'Hairgate' Is Not a Thing,1769,discuss
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1267,discuss
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1438,unrelated
US confirms death of Somalia terror group leader,1637,unrelated
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,891,unrelated
Amazon Is Opening a Brick-and-Mortar Store in Manhattan,718,discuss
New Audio Allegedly Captures Moment Michael Brown Was Shot,1974,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,1379,discuss
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1873,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,2037,discuss
Setting the record straight on tor,1034,unrelated
"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",2418,discuss
WHO ‘probing’ whether ISIS fighters got Ebola,803,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,344,unrelated
Meteorite strike in Nicaragua puzzles experts,1948,unrelated
KC Man Does Not Have Ebola,1349,agree
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1934,unrelated
Former PGA Tour player: Tiger Woods suspended for drug test failure,1034,unrelated
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,2058,discuss
"In Kim Jong Un's absence, his sister may rule. Or not.",1836,discuss
Kim Jong-un 'Had Surgery on Fractured Ankles',1854,discuss
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1398,discuss
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1574,unrelated
Robot security guards now patrolling Microsoft's Silicon Valley campus,1577,unrelated
Jordan’s King Abdullah Did Not Personally Fly Airstrikes On ISIS,1689,unrelated
Nun gives birth to surprise baby after complaining of stomach pains,633,unrelated
"US hostage 'murdered' by militants in Yemen, says Hagel",298,agree
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",2520,unrelated
Mexico prosecutor: Students not in 1st mass graves,1351,unrelated
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,2268,unrelated
Audio recording allegedly captures moment Michael Brown was shot,1467,unrelated
Michael Phelps’ girlfriend Taylor Lianne Chandler reveals she was raised as a boy,330,unrelated
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",1049,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,381,unrelated
"Nun gives birth, intends to keep baby",10,unrelated
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",40,unrelated
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1217,unrelated
ISIS Militant “Jihadi John” Identified As Young West Londoner,1346,discuss
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1251,unrelated
Microsoft's Silicon Valley campus now guarded by Daleks,1074,unrelated
Google Grows With $1.6 Billion in California Office Deals,1909,unrelated
Michelle Obama’s face blurred by Saudi state television,1531,unrelated
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,2520,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",626,unrelated
Vice CEO Throws Down $300K on Lavish Vegas Dinner,1605,unrelated
Batman Set To Play Steve Jobs In Upcoming Biopic,137,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",800,unrelated
James Foley remembered as 'brave and tireless' journalist,1016,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1372,unrelated
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,1857,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,942,unrelated
Kim Jong-un 'Had Surgery on Fractured Ankles',818,unrelated
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1738,discuss
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,2022,unrelated
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",959,unrelated
Meteorite 'caused mysterious boom in Nicaragua',1917,unrelated
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1222,unrelated
"HBO streaming service could launch in April for $15 per month, work on Apple TV",1660,unrelated
Macaulay Culkin Victim of Another Online Death Hoax,1174,agree
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,573,unrelated
